,Original_Tweet,Sentiment,message
3428,"Senior Congress leader fell pray of Gujarat lobby in politics. Sad day for Indian Democracy. Opposition parties must take a lesson. So called election speech in Karnataka, case in Gujarat. Maximum punishment and then loosing membership of Parliament. https://t.co/EFFaCaroMK",Negative,"Senior Congress leader fell pray of Gujarat lobby in politics. Sad day for Indian Democracy. Opposition parties must take a lesson. So called election speech in Karnataka, case in Gujarat. Maximum punishment and then loosing membership of Parliament. https://t.co/EFFaCaroMK"
3429,"Indian opposition leader Rahul Gandhi disqualified as MP after Defamation case verdict ! 
Similar vindictive style of politics &amp; partisan standards of judiciary .
This will further tarnish the image of BJP and PM NM in West already under severe criticism for handling of Muslims https://t.co/JWKadhSnyl",Neutral,"Indian opposition leader Rahul Gandhi disqualified as MP after Defamation case verdict ! 
Similar vindictive style of politics &amp; partisan standards of judiciary .
This will further tarnish the image of BJP and PM NM in West already under severe criticism for handling of Muslims https://t.co/JWKadhSnyl"
3430,"@ShashiTharoor I wonder why bwood movies are getting flop,we have Indian politics so entertaining.",Positive,"@ShashiTharoor I wonder why bwood movies are getting flop,we have Indian politics so entertaining."
3431,"Indian politics under @narendramodi ji as influencer reached at its lowest...

What about #MonMohan remarks used for then #PM",Neutral,"Indian politics under @narendramodi ji as influencer reached at its lowest...

What about #MonMohan remarks used for then #PM"
3432,"Today, it is quite evident that the whole BJP is afraid of one individual. Remember individual name - @RahulGandhi 

#FightForDemocracy #FightForRights  #IndianPolitics #DemocracyInDanger",Negative,"Today, it is quite evident that the whole BJP is afraid of one individual. Remember individual name - @RahulGandhi 

#FightForDemocracy #FightForRights  #IndianPolitics #DemocracyInDanger"
3433,"The DADAGIRI happening in Indian politics rn &gt;&gt;&gt;

#RahulGandhi 
#LokSabha 
#Congress 
#humour",Neutral,"The DADAGIRI happening in Indian politics rn &gt;&gt;&gt;

#RahulGandhi 
#LokSabha 
#Congress 
#humour"
3434,"Black day for Indian democracy. This fight is going to get larger and fiercer for truth and democracy.

@RahulGandhi is the central figure in Indian politics now.

@narendramodi Ji keep serving your fraud masters the nation is watching.

#RahulGandhi 

#BJPFails https://t.co/3c0yiS84jk",Negative,"Black day for Indian democracy. This fight is going to get larger and fiercer for truth and democracy.

@RahulGandhi is the central figure in Indian politics now.

@narendramodi Ji keep serving your fraud masters the nation is watching.

#RahulGandhi 

#BJPFails https://t.co/3c0yiS84jk"
3435,"Anyone involved in Bofors case, National Herald case must be disqualified from Indian National Congress. All reminiscences of Indira Gandhi must be removed from Indian politics.",Neutral,"Anyone involved in Bofors case, National Herald case must be disqualified from Indian National Congress. All reminiscences of Indira Gandhi must be removed from Indian politics."
3436,#RahulGandhi disqualification lowest of low in #IndianPolitics. Nation condemns such action. @ndtv @TimesNow @Republic @indiatvnews,Positive,#RahulGandhi disqualification lowest of low in #IndianPolitics. Nation condemns such action. @ndtv @TimesNow @Republic @indiatvnews
3437,"R Gandhi disqualification is based on wrong case from both party, wrong precedent, no opportunity, much punishment, harsh decision etc. Not good for nation, irrespective of party politics, Modi jee must have opposed himself as he is ideal for common Indian and me.",Positive,"R Gandhi disqualification is based on wrong case from both party, wrong precedent, no opportunity, much punishment, harsh decision etc. Not good for nation, irrespective of party politics, Modi jee must have opposed himself as he is ideal for common Indian and me."
3438,@desimojito He is the most fraud thing happened to Indian politics.,Neutral,@desimojito He is the most fraud thing happened to Indian politics.
3439,"Lowest of the low in the history of Indian Politics from @BJP4India 
Every opposition voice is being muzzled. 

#RahulDisqualified",Neutral,"Lowest of the low in the history of Indian Politics from @BJP4India 
Every opposition voice is being muzzled. 

#RahulDisqualified"
3440,"@MuthurajJoseph @ashoswai I'm sorry, but the shudder of fear will actually be over with him gone from indian politics. India needs a strong and active opposition which Mr Gandhi was never really. Just pray his replacement is better than him.",Positive,"@MuthurajJoseph @ashoswai I'm sorry, but the shudder of fear will actually be over with him gone from indian politics. India needs a strong and active opposition which Mr Gandhi was never really. Just pray his replacement is better than him."
3441,@vpraja03 @ikamalhaasan @RahulGandhi Entire nation. A loser of northeast election. No one is with this dynest of Indian politics.,Neutral,@vpraja03 @ikamalhaasan @RahulGandhi Entire nation. A loser of northeast election. No one is with this dynest of Indian politics.
3442,"3b. If he comes back then he becomes hero for opposition voters.

I don’t know how this truly plays, I’m no fortune teller. But it will definitely make Indian politics very entertaining for foreseeable future.",Positive,"3b. If he comes back then he becomes hero for opposition voters.

I don’t know how this truly plays, I’m no fortune teller. But it will definitely make Indian politics very entertaining for foreseeable future."
3443,"2. INC will lose narrative battle in Karnataka, this can easily make them lose vote share. Especially with narrative of “RaGa is anti OBC”

3. Either ways, RaGa will remain pivot of Indian opposition politics
3a. If he remains DisQ then he will play martyr",Positive,"2. INC will lose narrative battle in Karnataka, this can easily make them lose vote share. Especially with narrative of “RaGa is anti OBC”

3. Either ways, RaGa will remain pivot of Indian opposition politics
3a. If he remains DisQ then he will play martyr"
3444,"Great day in Indian politics! Thank God, the Italian refugee Rahul Gandhi is kicked out of Indian Parliament.",Positive,"Great day in Indian politics! Thank God, the Italian refugee Rahul Gandhi is kicked out of Indian Parliament."
3445,"@ShadowSakshi It's nothing but vendetta politics of the lowest level in the history of Indian polity.
BJP and Sanghi leaders have spewed venom much more lethal than what @RahulGandhi had said and that too in a different context.
People of India should take cognisance of the misdeeds of BJP. https://t.co/v5mkOQJwhi",Positive,"@ShadowSakshi It's nothing but vendetta politics of the lowest level in the history of Indian polity.
BJP and Sanghi leaders have spewed venom much more lethal than what @RahulGandhi had said and that too in a different context.
People of India should take cognisance of the misdeeds of BJP. https://t.co/v5mkOQJwhi"
3446,"Politics of 3rd world ctys!
-Indian opposition ldr Rahul Gandhi disqualified as member parliament by spkr after a court awarded him 2 yrs jail-time for mocking PM Modi.
Ind crossing Pak 1 step away in doing Pol stunts by trying to be at no 1 position when it comes to Pak vs Ind.",Negative,"Politics of 3rd world ctys!
-Indian opposition ldr Rahul Gandhi disqualified as member parliament by spkr after a court awarded him 2 yrs jail-time for mocking PM Modi.
Ind crossing Pak 1 step away in doing Pol stunts by trying to be at no 1 position when it comes to Pak vs Ind."
3447,SAD REALITY OF INDIAN POLITICS,Negative,SAD REALITY OF INDIAN POLITICS
3448,The vindictive politics of @BJP4India must come to an end. Today is a black day for Indian Democracy.,Negative,The vindictive politics of @BJP4India must come to an end. Today is a black day for Indian Democracy.
3449,"Rahul Gandhi disqualified from being a member of the Parliament, and is also sentenced for 2 years imprisonment for mocking Prime Minister Modi. A new chapter of Indian politics has started.",Positive,"Rahul Gandhi disqualified from being a member of the Parliament, and is also sentenced for 2 years imprisonment for mocking Prime Minister Modi. A new chapter of Indian politics has started."
3450,"@vasant5577 Rahul sir 
He will definitely gets the noble prize

Thrice he shown on Twitter live.

What else people what in covid treatment.

Shame indian politics don't react to such things in Telangana and india.",Positive,"@vasant5577 Rahul sir 
He will definitely gets the noble prize

Thrice he shown on Twitter live.

What else people what in covid treatment.

Shame indian politics don't react to such things in Telangana and india."
3451,"Black day for indian politics. This is like murdering the democracy.
@INCIndia
@RahulGandhi",Negative,"Black day for indian politics. This is like murdering the democracy.
@INCIndia
@RahulGandhi"
3452,"@srinivasiyc He doesn't know  Indian history and Indian constitution!
Pappu is not fit for Indian politics his fit for only enjoying in Thailand beaches.... https://t.co/SWZgNTzICk",Positive,"@srinivasiyc He doesn't know  Indian history and Indian constitution!
Pappu is not fit for Indian politics his fit for only enjoying in Thailand beaches.... https://t.co/SWZgNTzICk"
3453,"@sowmiyasid No doubt, Indian politics jester gonna be missed",Neutral,"@sowmiyasid No doubt, Indian politics jester gonna be missed"
3454,"I request To CJI to Interfere In Indian Politics. if We See Future From . India is Going to Worst Phase. Because A Political Party (BJP) Want To Remove To Remove Opposition And want to Rule As Dictator 
#RahulGandhi",Negative,"I request To CJI to Interfere In Indian Politics. if We See Future From . India is Going to Worst Phase. Because A Political Party (BJP) Want To Remove To Remove Opposition And want to Rule As Dictator 
#RahulGandhi"
3455,"#IndianPolitics

#NewIndia under #BJP... Questioning our corruption and our masters will lead to #Disqualification

#WeStandWihRG",Neutral,"#IndianPolitics

#NewIndia under #BJP... Questioning our corruption and our masters will lead to #Disqualification

#WeStandWihRG"
3456,"@Nation_frst @ANI From once considering Rahul Gandhi irrelevant to now taking steps to terminate his Loksabha membership, the BJP has certainly come a long way in their stance towards him.

#RahulGandhi emphasizes the significance of this political figure and the impact he has on Indian politics.",Negative,"@Nation_frst @ANI From once considering Rahul Gandhi irrelevant to now taking steps to terminate his Loksabha membership, the BJP has certainly come a long way in their stance towards him.

#RahulGandhi emphasizes the significance of this political figure and the impact he has on Indian politics."
3457,"Don't do this with opposition. It is insane, not good for Indian Politics #RahulGandhi #bjp #narendramodi #congress https://t.co/wSEDEbjiah",Negative,"Don't do this with opposition. It is insane, not good for Indian Politics #RahulGandhi #bjp #narendramodi #congress https://t.co/wSEDEbjiah"
3458,@Gaindaswamy Wrong,Negative,@Gaindaswamy Wrong
3459,#ManmohanSingh -The happiest Man today 🤣🤣🤣🤣,Neutral,#ManmohanSingh -The happiest Man today 🤣🤣🤣🤣
3460,@amitmalviya RG is biggest Chutiyam Sulphate Indian Politics has ever seen. Only Tej Pratap Yadav from RJD is his competition.,Neutral,@amitmalviya RG is biggest Chutiyam Sulphate Indian Politics has ever seen. Only Tej Pratap Yadav from RJD is his competition.
3461,"No political party is invincible. Why? Because political a d ideological loyalties are fickle. Every decade in Indian politics after Jawaharlal Nehru’s passing has seen a political shock. No one could predict Indira Gandhi’s rise, fall, or even re-election.",Neutral,"No political party is invincible. Why? Because political a d ideological loyalties are fickle. Every decade in Indian politics after Jawaharlal Nehru’s passing has seen a political shock. No one could predict Indira Gandhi’s rise, fall, or even re-election."
3462,"@PMOIndia was afraid of @RahulGandhi popularity and his way of politics.  
His disqualification from Indian parliament is the new beginning of distraction in Indian democratic system.
#ModiSurname",Negative,"@PMOIndia was afraid of @RahulGandhi popularity and his way of politics.  
His disqualification from Indian parliament is the new beginning of distraction in Indian democratic system.
#ModiSurname"
3463,"Indian National Congress : LIVE: Congress party briefing by Shri Jairam Ramesh and Dr Abhishek Manu Singhvi at AICC HQ. https://t.co/nlRj1S7oeQ : March 24, 2023 at 02:49PM",Positive,"Indian National Congress : LIVE: Congress party briefing by Shri Jairam Ramesh and Dr Abhishek Manu Singhvi at AICC HQ. https://t.co/nlRj1S7oeQ : March 24, 2023 at 02:49PM"
3464,Hopefully the biggest liar of Indian politics @ArvindKejriwal will end up with similar fate #RahulGandhi https://t.co/8MyMGgbyR7,Neutral,Hopefully the biggest liar of Indian politics @ArvindKejriwal will end up with similar fate #RahulGandhi https://t.co/8MyMGgbyR7
3465,"Absolutely preposterous! Where’s the freedom of dissent? And if defamation is so criminal, why have other leaders not been given the same sentence?  It’s really a case of loose politics and diminishing democracy! #rahulgandhi #arrestofrahulgandhi #defamation #Indianpolitics https://t.co/GYBw1fObqd",Negative,"Absolutely preposterous! Where’s the freedom of dissent? And if defamation is so criminal, why have other leaders not been given the same sentence?  It’s really a case of loose politics and diminishing democracy! #rahulgandhi #arrestofrahulgandhi #defamation #Indianpolitics https://t.co/GYBw1fObqd"
3466,"Indian electoral politics 

1. Is cyclical 
2. Punishes you if you fail to totally crush your opponents when you had the chance. 

INC sent lawyers to reason with IAC thugs, Mrs Gandhi took her foot off the gas during that 10-12 prosecution. They'll learn this time, hopefully.",Negative,"Indian electoral politics 

1. Is cyclical 
2. Punishes you if you fail to totally crush your opponents when you had the chance. 

INC sent lawyers to reason with IAC thugs, Mrs Gandhi took her foot off the gas during that 10-12 prosecution. They'll learn this time, hopefully."
3467,"@timesofindia @timesofindia don't try to polarise politics on caste basis, if anyone any caste person is guity then have to face law &amp; order, 
Indian media are the main culprit for destroy India... 
Why media forget their duty towards buildup India ?? 
@myogiadityanath
Follow @PrafulVekaria https://t.co/2f05I1tMs1",Negative,"@timesofindia @timesofindia don't try to polarise politics on caste basis, if anyone any caste person is guity then have to face law &amp; order, 
Indian media are the main culprit for destroy India... 
Why media forget their duty towards buildup India ?? 
@myogiadityanath
Follow @PrafulVekaria https://t.co/2f05I1tMs1"
3468,"@TheLallantop Illegal,  vendetta politics of lowest level.",Negative,"@TheLallantop Illegal,  vendetta politics of lowest level."
3469,"@YashNag56617030 Zaroori hai, he's a habitual offender. Mera problem usse ye hai ki London mai jaake bheek mang raha hai save Indian democracy, intervene. I mean c'mon the buck has to stop here. Baki politics pe tippani nahi karunga 😄",Negative,"@YashNag56617030 Zaroori hai, he's a habitual offender. Mera problem usse ye hai ki London mai jaake bheek mang raha hai save Indian democracy, intervene. I mean c'mon the buck has to stop here. Baki politics pe tippani nahi karunga 😄"
3470,@srinivasiyc Apology de dena chahiye tha na chup chaap. We have only one Sher in Indian politics and thats Modiji. RAGA is Billi.,Neutral,@srinivasiyc Apology de dena chahiye tha na chup chaap. We have only one Sher in Indian politics and thats Modiji. RAGA is Billi.
3471,"@RemaNagarajan If you notice Indian doctors, when compared to say UK etc as a rule have never been progressive in their politics...v unfortunate.",Negative,"@RemaNagarajan If you notice Indian doctors, when compared to say UK etc as a rule have never been progressive in their politics...v unfortunate."
3472,@Sports_Himanshu Stick to only cricket boy if you don't understand Indian politics rahul gandhi legacy has just started today,Neutral,@Sports_Himanshu Stick to only cricket boy if you don't understand Indian politics rahul gandhi legacy has just started today
3473,"Disqualifying @RahulGandhi ji as member of Lok Sabha is a new low in Indian Politics. He has been punished by brute force of BJP for raising issues linked to Adani, rising inflation and unemployment in the Parliament. He was raising voice of millions of Indians in Parliament.",Positive,"Disqualifying @RahulGandhi ji as member of Lok Sabha is a new low in Indian Politics. He has been punished by brute force of BJP for raising issues linked to Adani, rising inflation and unemployment in the Parliament. He was raising voice of millions of Indians in Parliament."
3474,@realitycheckind @ShashiTharoor There are countless numbers of crass remarks in Indian politics from all sides. This is a political persecution.,Neutral,@realitycheckind @ShashiTharoor There are countless numbers of crass remarks in Indian politics from all sides. This is a political persecution.
3475,"Indian politics is stupid...
Rapists, Terrorists and mass murders are allowed in parliament.. but people are disqualified for calling names!",Neutral,"Indian politics is stupid...
Rapists, Terrorists and mass murders are allowed in parliament.. but people are disqualified for calling names!"
3476,That was his bonafide intention to clean indian politics from criminals and it's you and bjp who are frequent hypocrites who misuse courts and agencies to harass and oppress thosd who raise their voice.,Positive,That was his bonafide intention to clean indian politics from criminals and it's you and bjp who are frequent hypocrites who misuse courts and agencies to harass and oppress thosd who raise their voice.
3477,"@Mystic_VJ @ani_digital @ANI @CMofKarnataka @BSBommai @PMOIndia @narendramodi @BSYBJP @BCNagesh_bjp Seriously,for  Vote Bank politics you guys are neglecting General Category .This is seriously a very bad decision",Negative,"@Mystic_VJ @ani_digital @ANI @CMofKarnataka @BSBommai @PMOIndia @narendramodi @BSYBJP @BCNagesh_bjp Seriously,for  Vote Bank politics you guys are neglecting General Category .This is seriously a very bad decision"
3478,"Something is going to change in the Indian politics.
They have wounded a lion today.",Neutral,"Something is going to change in the Indian politics.
They have wounded a lion today."
3479,@ashoswai ‘Ulta chor kotwal ko daaten’ this proverb is exactly the current scenario in Indian politics.,Neutral,@ashoswai ‘Ulta chor kotwal ko daaten’ this proverb is exactly the current scenario in Indian politics.
3480,@aajtak Best for indian politics atleast now leaders will think atleast once (to a extent) before speaking commenting &amp; making false commitments,Positive,@aajtak Best for indian politics atleast now leaders will think atleast once (to a extent) before speaking commenting &amp; making false commitments
3481,"This is a great time to be alive in Indian politics.. 😂😂😂😂

@theskindoctor13 @BJP4India @amitmalviya @TajinderBagga @INCIndia @RahulGandhi",Positive,"This is a great time to be alive in Indian politics.. 😂😂😂😂

@theskindoctor13 @BJP4India @amitmalviya @TajinderBagga @INCIndia @RahulGandhi"
3482,Absolutely a Black day of Indian politics #RahulGandhi,Negative,Absolutely a Black day of Indian politics #RahulGandhi
3483,@Krishank_BRS @BRSparty @KTRBRS @BTR_KTR @KonathamDileep @SupriyaShrinate @isai_ @KTR_News @TSwithKCR Now everyone knows who is real PAPPU in indian politics.,Positive,@Krishank_BRS @BRSparty @KTRBRS @BTR_KTR @KonathamDileep @SupriyaShrinate @isai_ @KTR_News @TSwithKCR Now everyone knows who is real PAPPU in indian politics.
3484,"@ToooOpinionated UP's developing at a break neck speed, there's absolutely no need to change his image.

Been in UP since 2013, I've seen the change happen. And Yogi is Modi's successor without a doubt, when it comes to national politics, he'll automatically be seen as more diplomatic.",Positive,"@ToooOpinionated UP's developing at a break neck speed, there's absolutely no need to change his image.

Been in UP since 2013, I've seen the change happen. And Yogi is Modi's successor without a doubt, when it comes to national politics, he'll automatically be seen as more diplomatic."
3485,"I can't pay sympathy to this man. He and his family is the worst thing happened in Indian politics. All INC supporters should go and see what these guys have done to Raebareli and Amethi. Hope 2024, raebareli will be free from this family. Criminals, corrupt people.",Negative,"I can't pay sympathy to this man. He and his family is the worst thing happened in Indian politics. All INC supporters should go and see what these guys have done to Raebareli and Amethi. Hope 2024, raebareli will be free from this family. Criminals, corrupt people."
3486,"Congress MP, Shashi Tharoor, said it bodes ill for democracy. ""I'm stunned by this action and by its rapidity, within 24 hours of the court verdict and while an appeal was known to be in process. This is politics with the gloves off and it bodes ill for our democracy,""",Negative,"Congress MP, Shashi Tharoor, said it bodes ill for democracy. ""I'm stunned by this action and by its rapidity, within 24 hours of the court verdict and while an appeal was known to be in process. This is politics with the gloves off and it bodes ill for our democracy,"""
3487,Who is Rahul Gandhi?? A traitor has  no place in Indian politics,Neutral,Who is Rahul Gandhi?? A traitor has  no place in Indian politics
3488,"The #BJP is targeting this man for who he is and what he stands for: moral, ethical and democratic politics! 

This should be a turning point in Indian politics! All BJP opponents should unite to collectively fight the BJP's abuse of state institutions to vilify its critics. https://t.co/7I0CoBPGSW",Positive,"The #BJP is targeting this man for who he is and what he stands for: moral, ethical and democratic politics! 

This should be a turning point in Indian politics! All BJP opponents should unite to collectively fight the BJP's abuse of state institutions to vilify its critics. https://t.co/7I0CoBPGSW"
3489,"@NayakRagini @RahulGandhi Ragni tu toh Ghar sambhaal.
Teraa Rahul is a joker of Indian politics..we shall distribute sweets today and celebrate this golden judment which is begining of new golden era..Congress is a joint venture of Suaars..and Rahul is only Pappu ..universal Pappu",Positive,"@NayakRagini @RahulGandhi Ragni tu toh Ghar sambhaal.
Teraa Rahul is a joker of Indian politics..we shall distribute sweets today and celebrate this golden judment which is begining of new golden era..Congress is a joint venture of Suaars..and Rahul is only Pappu ..universal Pappu"
3490,@AaronMathewINC Haha Mrs Gandhi was famous for not being truthful and ruined Indian economy and polity with low level politics,Positive,@AaronMathewINC Haha Mrs Gandhi was famous for not being truthful and ruined Indian economy and polity with low level politics
3491,This is the nature of Politics &amp; Law as a profession... Can't be reformed for the meantime...🙏🙏🙏,Neutral,This is the nature of Politics &amp; Law as a profession... Can't be reformed for the meantime...🙏🙏🙏
3492,"Dynast of Indian politics - @RahulGandhi, a convict in Modi Surname case, has been disqualified to be a Wayanad Constituency MP of @LokSabhaSectt. 

Come on Congress, activate your victim card game right away. 

#RahulGandhi #ConvictedRaGa #Wayanad #LokSabha https://t.co/ejwtE7rLuS",Negative,"Dynast of Indian politics - @RahulGandhi, a convict in Modi Surname case, has been disqualified to be a Wayanad Constituency MP of @LokSabhaSectt. 

Come on Congress, activate your victim card game right away. 

#RahulGandhi #ConvictedRaGa #Wayanad #LokSabha https://t.co/ejwtE7rLuS"
3493,"@WIONews When Rahul Gandhi said that every institution is compromised &amp; democracy is under threat. 
He was telling the truth to the world.
Nothing left in Indian politics now.
No charm.
It is no more politics.
Only game of thrones.",Negative,"@WIONews When Rahul Gandhi said that every institution is compromised &amp; democracy is under threat. 
He was telling the truth to the world.
Nothing left in Indian politics now.
No charm.
It is no more politics.
Only game of thrones."
3494,@pbhushan1 Abbey chup suaaar key vakil..namakharaam hain Rahul Gandhi..a joker of Indian politics and universally known as Pappu,Neutral,@pbhushan1 Abbey chup suaaar key vakil..namakharaam hain Rahul Gandhi..a joker of Indian politics and universally known as Pappu
3495,"Indian politics has changed for  forever.

No turning back from this.",Neutral,"Indian politics has changed for  forever.

No turning back from this."
3496,"@theskindoctor13 @ANI I think he should go on a vacation as he was never Interested in Politics.. 

Enjoy your free time. 

Thank Modi..",Positive,"@theskindoctor13 @ANI I think he should go on a vacation as he was never Interested in Politics.. 

Enjoy your free time. 

Thank Modi.."
3497,@srinivasiyc Bahoot shaandaar decision..many many congratulation to India ki ek Pappu sey nijaad mili..ek deshdrohi sey nijaad milli. Rahul Gandhi who made parliament a circus with act of a joker..he is infact NOT more than A joker for Indian politics..Good.today will distribute sweets,Positive,@srinivasiyc Bahoot shaandaar decision..many many congratulation to India ki ek Pappu sey nijaad mili..ek deshdrohi sey nijaad milli. Rahul Gandhi who made parliament a circus with act of a joker..he is infact NOT more than A joker for Indian politics..Good.today will distribute sweets
3498,"There are only two sides in Indian politics now - you are either for democracy, or you are a fascist. Choose your side",Neutral,"There are only two sides in Indian politics now - you are either for democracy, or you are a fascist. Choose your side"
3499,@ZeeNews Bad day for indian politics,Negative,@ZeeNews Bad day for indian politics
3500,"I’m  Shocked &amp; stunned by this action of disqualifying @RahulGandhi  from Membership of Loksabha while an appeal  is in process.
 This is  petty politics by dictatorial Government &amp; black day for our Indian Democracy. https://t.co/USbsctxtiA",Negative,"I’m  Shocked &amp; stunned by this action of disqualifying @RahulGandhi  from Membership of Loksabha while an appeal  is in process.
 This is  petty politics by dictatorial Government &amp; black day for our Indian Democracy. https://t.co/USbsctxtiA"
3501,@PTI_News Game Changer of Indian politics 🙏🙏🙏!! Rise of Rahul Gandhi 🔥🔥🔥,Negative,@PTI_News Game Changer of Indian politics 🙏🙏🙏!! Rise of Rahul Gandhi 🔥🔥🔥
3502,"What is the definition of maryadit by the way?
#indianpolitics",Neutral,"What is the definition of maryadit by the way?
#indianpolitics"
3503,@Manva_tweets @KapilSibal Then you don't know who is the king of Liars in Indian politics.,Neutral,@Manva_tweets @KapilSibal Then you don't know who is the king of Liars in Indian politics.
3504,@PiyushGoyal @narendramodi Most incompetent leader in Indian politics.,Negative,@PiyushGoyal @narendramodi Most incompetent leader in Indian politics.
3505,@Politics_2022_ No hopes left,Neutral,@Politics_2022_ No hopes left
3506,"Pappu of Indian Politics who defamed modi surname stands disqualified from LokSabha
@RahulGandhi
@smritiirani ji kicked him from amethi
He kicked himself from Wayanad
""Modi"" was the key for both.
#RahulGandhiDisqualified https://t.co/C097sXuAGq",Neutral,"Pappu of Indian Politics who defamed modi surname stands disqualified from LokSabha
@RahulGandhi
@smritiirani ji kicked him from amethi
He kicked himself from Wayanad
""Modi"" was the key for both.
#RahulGandhiDisqualified https://t.co/C097sXuAGq"
3507,"Good gesture. In whole Indian politics, Himachalis have easy access to their ministers. @SukhuSukhvinder",Positive,"Good gesture. In whole Indian politics, Himachalis have easy access to their ministers. @SukhuSukhvinder"
3508,"I thought Pakistani politicis was diabolical. However, not to be outdone  is Indian politics. #sealyourlipsfortheemperor",Neutral,"I thought Pakistani politicis was diabolical. However, not to be outdone  is Indian politics. #sealyourlipsfortheemperor"
3509,"For his remarks against the country in Foreign Land UK he should be debarred from politics of the country .
He Shamed our great country in London This not acceptable . No Indian can tolerate it 
@BJP4India  @BJP4JnK",Positive,"For his remarks against the country in Foreign Land UK he should be debarred from politics of the country .
He Shamed our great country in London This not acceptable . No Indian can tolerate it 
@BJP4India  @BJP4JnK"
3510,"I just imagine an Indian political leader of India who has not use any single remark against the opposite one. Has not put any allegation, has not use any derogatory remark. This is insane.
#indianpolitics",Negative,"I just imagine an Indian political leader of India who has not use any single remark against the opposite one. Has not put any allegation, has not use any derogatory remark. This is insane.
#indianpolitics"
3511,"So when @ECISVEEP will plan By-Elections in #Wayanad, it seems that @smritiirani Ma'am with her @BJP4Keralam team will start preparations from now!

Electoral politics has its own ups &amp; downs... 🗳️

#RahulGandhi ✋",Neutral,"So when @ECISVEEP will plan By-Elections in #Wayanad, it seems that @smritiirani Ma'am with her @BJP4Keralam team will start preparations from now!

Electoral politics has its own ups &amp; downs... 🗳️

#RahulGandhi ✋"
3512,Rahul Gandhi’s disqualification from the Lok Sabha for a conviction in a criminal defamation case is another blow against Indian democracy. One does not even need to be fond of him as a person or support his politics to understand it.,Negative,Rahul Gandhi’s disqualification from the Lok Sabha for a conviction in a criminal defamation case is another blow against Indian democracy. One does not even need to be fond of him as a person or support his politics to understand it.
3513,"@Akshita_N He should accept the justice and should go to jail. Definitely that will be a game changer in the history of Indian Politics @RahulGandhi @INCIndia Give them what they want and you will get what nation wants, BJP free India is our dream. Hope this issue bring up INC back to race.",Positive,"@Akshita_N He should accept the justice and should go to jail. Definitely that will be a game changer in the history of Indian Politics @RahulGandhi @INCIndia Give them what they want and you will get what nation wants, BJP free India is our dream. Hope this issue bring up INC back to race."
3514,"@mufaddal_vohra Hiding incompetency to save useless people sitting at important designations
If this isn't an Indian Politics reference
Then idk what is...",Negative,"@mufaddal_vohra Hiding incompetency to save useless people sitting at important designations
If this isn't an Indian Politics reference
Then idk what is..."
3515,Why is the BBC interfering in Indian politics?,Neutral,Why is the BBC interfering in Indian politics?
3516,"@rohithverse @Kanthan2030 This guy is a hypocrite. 
Protects his motherland china from western propaganda media 
But uses the content feom same media to comment on Indian politics...
+his ego is fragile as fk",Negative,"@rohithverse @Kanthan2030 This guy is a hypocrite. 
Protects his motherland china from western propaganda media 
But uses the content feom same media to comment on Indian politics...
+his ego is fragile as fk"
3517,He was not only irresponsible but immature &amp; many times crossed the limits of tolerance of public decency. Indian politics will be better off without him.,Positive,He was not only irresponsible but immature &amp; many times crossed the limits of tolerance of public decency. Indian politics will be better off without him.
3518,"@pnjaban Harmeet, my politics are quite closely aligned with yours. However I do not agree with NRI's who are not even Indian citizens causing agitation and grief for those having to live in Punjab. The only people Khalistan would favour is Pakistan that would swallow it up",Negative,"@pnjaban Harmeet, my politics are quite closely aligned with yours. However I do not agree with NRI's who are not even Indian citizens causing agitation and grief for those having to live in Punjab. The only people Khalistan would favour is Pakistan that would swallow it up"
3519,"@PChidambaram_IN All the people hailing whatever is happening in the Indian politics will regret tomorrow. 
BJP is bringing bad precedent which will, set a mark, for those parties coming to power in future .BJP can't win for ever.There can be govt worse than bjp.
But  it will be too late then.",Negative,"@PChidambaram_IN All the people hailing whatever is happening in the Indian politics will regret tomorrow. 
BJP is bringing bad precedent which will, set a mark, for those parties coming to power in future .BJP can't win for ever.There can be govt worse than bjp.
But  it will be too late then."
3520,"@popatlal50 While Sitaula emerged in the Nepali politics as a go-between Koirala and the Indian Government then from the Maoists side Narayan Kaji Shrestha sprang up all of a sudden. His appearance in Nepali politics is still a mystery.
https://t.co/ev9sEpy5gX",Neutral,"@popatlal50 While Sitaula emerged in the Nepali politics as a go-between Koirala and the Indian Government then from the Maoists side Narayan Kaji Shrestha sprang up all of a sudden. His appearance in Nepali politics is still a mystery.
https://t.co/ev9sEpy5gX"
3521,@news24tvchannel Modi proves  Mr @RahulGandhi is the  real superstar  in Indian  politics..,Positive,@news24tvchannel Modi proves  Mr @RahulGandhi is the  real superstar  in Indian  politics..
3522,"So naive🤣🤣🤣.

Because of people like you who twist facts &amp; represent in most benign way, the Indian politics has deteriorated to this extent. At your age, I would love to garner all courage to call spade a spade. Simply because I care for my country, &amp; want to sleep better.",Positive,"So naive🤣🤣🤣.

Because of people like you who twist facts &amp; represent in most benign way, the Indian politics has deteriorated to this extent. At your age, I would love to garner all courage to call spade a spade. Simply because I care for my country, &amp; want to sleep better."
